,address,map_section,map_parcel,parcel_full,PWD_review,DOR_review,address_licdata,unit_type,unit_num,zip,opa_accoun,opa_owner,licensenum,licensetyp,initialiss,mostrecent,expiration,inactiveda,licensesta,legalfirst,legallastn,legalname,legalentit,business_n,business_m,geocode_x,geocode_y,geometry
460668,390 W SEDGLEY AVE,044N070161,044N07,0161,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",882071,Motor Vehicle Repair / Retail Mobile Dispensing,2021-11-24,2021-11-24,2022-11-23,,Expired,,,BROTHERS AUTO REPAIR & TOWING CORP,Company,BROTHERS AUTO REPAIR & TOWING CORP,"350 W SEDGLEY AVENUE PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576))"
274608,390 W SEDGLEY AVE,045N170111,045N17,0111,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",873832,Towing,2021-07-26,2021-07-26,2022-07-25,2022-09-23,Inactive,,,BROTHERS AUTO REPAIR & TOWING CORP,Company,BROTHERS AUTO REPAIR & TOWING CORP,"350 W SEDGLEY AVENUE PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182))"
460668,390 W SEDGLEY AVE,044N070161,044N07,0161,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",873832,Towing,2021-07-26,2021-07-26,2022-07-25,2022-09-23,Inactive,,,BROTHERS AUTO REPAIR & TOWING CORP,Company,BROTHERS AUTO REPAIR & TOWING CORP,"350 W SEDGLEY AVENUE PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576))"
274608,390 W SEDGLEY AVE,045N170111,045N17,0111,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",558977,Auto Wrecking / Junk Yard,2012-03-27,2012-03-27,2013-03-27,,Inactive,UBALDO,GRULLON,GRULLON UBALDO,Individual,PASSYUNK AUTO PART,"3618 N 9TH ST PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182))"
460668,390 W SEDGLEY AVE,044N070161,044N07,0161,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",558977,Auto Wrecking / Junk Yard,2012-03-27,2012-03-27,2013-03-27,,Inactive,UBALDO,GRULLON,GRULLON UBALDO,Individual,PASSYUNK AUTO PART,"3618 N 9TH ST PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576))"
274608,390 W SEDGLEY AVE,045N170111,045N17,0111,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",702815,Motor Vehicle Repair / Retail Mobile Dispensing,2016-05-24,2016-05-24,2017-05-23,2017-07-22,Inactive,JOSE,VAZQUEZ (CA CHE DETAILING & PARKING,VAZQUEZ (CA CHE DETAILING & PARKING JOSE,Individual,VAZQUEZ (CA CHE DETAILING & PARKING JOSE,"350 W SEDGLEY ST LOT A PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182))"
460668,390 W SEDGLEY AVE,044N070161,044N07,0161,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",702815,Motor Vehicle Repair / Retail Mobile Dispensing,2016-05-24,2016-05-24,2017-05-23,2017-07-22,Inactive,JOSE,VAZQUEZ (CA CHE DETAILING & PARKING,VAZQUEZ (CA CHE DETAILING & PARKING JOSE,Individual,VAZQUEZ (CA CHE DETAILING & PARKING JOSE,"350 W SEDGLEY ST LOT A PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576))"
274608,390 W SEDGLEY AVE,045N170111,045N17,0111,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",873833,Tow Company,2021-07-26,2021-07-26,2022-07-25,2022-09-23,Inactive,,,BROTHERS AUTO REPAIR & TOWING CORP,Company,BROTHERS AUTO REPAIR & TOWING CORP,"350 W SEDGLEY AVENUE PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182))"
460668,390 W SEDGLEY AVE,044N070161,044N07,0161,,,350 W SEDGLEY AVE,,,19140-4500,885106680,"PARK MAHN SUH, SHU CHUAN H LIN",873833,Tow Company,2021-07-26,2021-07-26,2022-07-25,2022-09-23,Inactive,,,BROTHERS AUTO REPAIR & TOWING CORP,Company,BROTHERS AUTO REPAIR & TOWING CORP,"350 W SEDGLEY AVENUE PHILADELPHIA, PA  19140 USA",2701183.3079139,255748.7256041,"POLYGON ((2701140.432639345 255796.89727905576, 2701143.247594863 255798.37135782497, 2701196.1507140067 255825.94447230926, 2701244.6286452166 255818.39035336924, 2701231.2477646978 255785.98522764182, 2701162.7665934814 255615.55213387165, 2701161.3095748113 255625.93531722663, 2701144.891622088 255749.55746943198, 2701141.353569633 255790.33626726465, 2701141.338805861 255790.4553615265, 2701140.432639345 255796.89727905576))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,627274,Towing,2014-05-02,2016-12-12,2017-12-31,2018-03-01,Inactive,,,HOOKED INC,Company,D & J JUNK CARS,"2210-32 WESTMORELAND ST PHILADELPHIA, PA  19140 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,724781,Auto Wrecking / Junk Yard,2017-01-03,2019-12-30,2021-01-02,2021-03-03,Inactive,,,HOOKED INC,Company,D & J JUNK CARS,"2210-32 WESTMORELAND ST PHILADELPHIA, PA  19140 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,285921,Hazardous Materials,2001-05-01,2001-05-01,2009-06-30,,Inactive,,,ALTRAC TIRE & WHEELS INC,Company,ALTRAC TIRE & WHEELS INC,"3224 22ND ST PHILADELPHIA, PA  19140 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,612308,Auto Wrecking / Junk Yard,2014-02-07,2019-12-17,2020-12-31,2021-03-01,Inactive,,,ONE NINE ONE INC,Company,ONE NINE ONE INC,"2210-32 WESTMORELAND ST PHILADELPHIA, PA  19140 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,720403,Towing,2016-11-17,2017-12-15,2018-11-16,2019-01-15,Inactive,,,HOOKED INC,Company,HOOKED INC,"2210-32 WESTMORELAND ST PHILADELPHIA, PA  19140 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,283918,Motor Vehicle Repair / Retail Mobile Dispensing,2003-03-17,2003-03-17,2004-12-31,,Inactive,EFEDUA,OKOLO,OKOLO EFEDUA,Individual,ALL CAR PARTS,"1879 SANFORD STREET PHILADELPHIA, PA  19116 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,363238,Hazardous Materials,2006-04-07,2018-09-14,2019-06-30,2019-08-29,Inactive,MARK,LOVE,LOVE MARK,Individual,22ND ST AUTO,"3224 N 22ND ST PHILADELPHIA, PA  19143 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,363244,Auto Wrecking / Junk Yard,2006-09-27,2015-02-25,2009-12-31,2012-07-24,Inactive,MARK,LOVE,LOVE MARK,Individual,22ND ST AUTO,"3224 N 22ND ST PHILADELPHIA, PA  19143 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,635903,Towing,2014-07-23,2019-12-04,2020-12-31,2021-03-01,Inactive,,,HOOKED INC,Company,D & J JUNK CARS,"2210-32 WESTMORELAND ST PHILADELPHIA, PA  19140 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,288162,Auto Wrecking / Junk Yard,2003-05-08,2003-05-08,2004-12-31,2007-03-08,Inactive,EFEDUA,OKOLO,OKOLO EFEDUA,Individual,ALL CAR PARTS,"1879 SANFORD STREET PHILADELPHIA, PA  19116 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
275537,2210 E WESTMORELAND ST,040N170079,040N17,0079,,,2210 W WESTMORELAND ST,,,19140-4716,884341830,GENUINELY INVESTMENT CORP INC,690962,Towing,2016-02-11,2016-02-11,2017-02-01,2017-04-02,Inactive,,,ONE NINE ONE INC,Company,ONE NINE ONE INC,"2210-32 WESTMORELAND ST PHILADELPHIA, PA  19140 USA",2692143.9544397,255174.1460567,"POLYGON ((2692239.212804574 255181.15011841425, 2692102.4919245406 255098.94881924157, 2692073.2800354133 255081.28480830477, 2692053.7489029523 255068.88587997796, 2692059.8627361227 255104.89303314994, 2692060.7518421155 255105.48587985593, 2692060.4017771143 255105.90484236195, 2692061.6589925056 255112.81395069236, 2692060.711815752 255112.19584153476, 2692060.948035746 255113.75784658725, 2692073.6619213633 255197.92304964722, 2692080.8797548297 255245.30813511615, 2692283.4558341005 255217.24191810272, 2692286.597888979 255210.53294076285, 2692239.212804574 255181.15011841425))"
